RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,pred_probs
1370,15722902,Chizuoke,652,Germany,Male,50,8,125437.64,1,1,1,17160.94,0.8085575019385831
5485,15595842,Paramor,748,Germany,Male,45,2,119852.01,1,0,0,73853.94,0.8081128705281766
385,15689294,Onyemaechi,705,Germany,Male,44,3,105934.96,1,1,0,82463.69,0.8080035988036942
2569,15775905,Moore,612,Germany,Female,47,6,130024.87,1,1,1,45750.21,0.8073374732728352
216,15723488,Watson,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,0.8073114865990019
3710,15812616,Enyinnaya,707,France,Female,49,10,0.0,1,1,0,82967.97,0.8066522293673388
8879,15675794,Hsing,645,Germany,Male,47,9,152076.93,1,1,0,121840.2,0.8063974624073853
8796,15716608,Walker,651,Spain,Male,38,2,0.0,3,1,0,67029.82,0.8053641788273264
5901,15569759,Rawling,583,France,Female,27,4,0.0,3,1,0,163113.41,0.8046568055860154
7537,15590234,De Luca,697,France,Female,42,1,0.0,1,1,0,1262.83,0.8045809010655419
4288,15657529,Chin,714,Germany,Male,53,1,99141.86,1,1,1,72496.05,0.8044168175517924
7104,15815040,Ma,552,Germany,Female,42,8,103362.14,1,0,1,186869.58,0.804347998182803
4745,15582849,McIntosh,757,France,Female,51,1,0.0,1,1,1,22835.13,0.8042124585854628
1550,15584364,Trentini,652,France,Male,48,4,59486.31,1,1,0,163944.18,0.8041286092761825
3587,15652626,Grave,826,France,Male,55,4,115285.85,1,1,0,140126.17,0.8033544601274878
1715,15738828,Milano,730,Germany,Male,45,6,152880.97,1,0,0,162478.11,0.8032651743933791
3532,15653251,Hickey,408,France,Female,84,8,87873.39,1,0,0,188484.52,0.8032085312161009
407,15578045,Mitchell,538,Spain,Female,49,9,141434.04,1,0,0,173779.25,0.8031144550690015
4753,15620111,Fan,659,France,Male,54,8,133436.52,1,1,0,56787.8,0.8031100910336522
916,15775625,McKenzie,596,France,Male,47,6,0.0,1,1,0,74835.65,0.8022629840907376
8157,15785576,Mayrhofer,434,Germany,Male,71,9,119496.87,1,1,0,125848.88,0.802086924114552
7153,15737998,Cheng,529,France,Male,46,8,0.0,1,0,0,126511.94,0.8020298101796168
2140,15765518,Gregson,643,France,Female,51,2,105229.53,1,1,0,34967.75,0.8014681777044045
9693,15693690,Iweobiegbunam,574,Spain,Male,52,7,115532.52,1,1,0,196257.67,0.8013515373784155
6870,15654457,Cross,685,Spain,Female,30,2,0.0,3,1,1,172576.43,0.8013249737855844
9728,15807728,Ferri,530,France,Female,45,1,0.0,1,0,1,190663.89,0.8012278119651319
3983,15627665,Sung,614,France,Male,46,4,0.0,1,1,0,74379.57,0.8011282276372829
1561,15634281,P'an,720,Germany,Female,43,10,110822.9,1,0,0,72861.94,0.8010688313202482
1148,15671209,Holden,593,Germany,Female,29,5,101713.84,3,1,0,134594.99,0.8007824976590437
2934,15713144,Ingrassia,588,Spain,Male,46,8,0.0,1,1,0,61931.21,0.8002107236040064
9394,15686060,Chou,670,Germany,Male,43,9,111677.88,1,1,0,178827.3,0.8001528036088731
1521,15786800,Gould,723,Germany,Male,52,5,131694.97,1,0,1,92873.5,0.7999532229828217
7240,15772329,Fiorentino,580,Germany,Male,45,8,103741.14,1,1,0,47428.73,0.7994151451699734
7663,15650591,Calabrese,809,Germany,Male,50,10,118098.62,1,1,1,100720.02,0.799303770819027
9745,15785358,Gresswell,586,Germany,Male,46,8,106968.96,1,1,1,79366.98,0.7992597346589931
2363,15791053,Lucciano,709,Germany,Male,45,4,122917.71,1,1,1,11.58,0.79880771685757
8243,15790455,Obialo,478,France,Female,50,2,0.0,1,0,1,93332.64,0.7973623820045379
5605,15804721,Boni,602,France,Male,49,0,191808.73,1,0,0,97640.2,0.7973253683634335
173,15651022,Yost,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,0.7972827779672403
6015,15747323,Vasilyeva,535,Spain,Male,48,9,109472.47,1,1,0,157358.43,0.7962938596939388
7877,15757607,Matveyeva,623,France,Male,45,0,0.0,1,1,0,196533.72,0.7962225076433307
430,15806467,Boyle,568,Germany,Male,40,1,99282.63,1,0,0,134600.94,0.7955420212129779
6404,15736126,Sung,850,Germany,Male,55,0,98710.89,1,1,1,83617.17,0.7955393065613521
9182,15655368,Wheeler,672,France,Male,47,1,0.0,1,0,0,91574.92,0.7944420986251631
185,15719377,Cocci,804,France,Female,50,4,0.0,1,1,1,8546.87,0.7943598595329472
7025,15714087,McGill,624,Germany,Female,45,5,151855.33,1,1,0,68794.15,0.7932030867016929
3481,15807993,Bruno,588,Germany,Female,30,0,110148.49,1,1,0,5790.9,0.7928220869695566
1756,15778410,Clarke,533,Spain,Female,52,7,0.0,1,0,1,194113.99,0.7926988516705828
641,15784844,K'ung,752,Spain,Male,48,5,116060.08,1,1,0,156618.38,0.7922645780347846
1252,15814930,McGregor,588,Germany,Female,40,10,125534.51,1,1,0,121504.18,0.7915112063834079
9360,15606944,Fleming,645,Germany,Male,43,9,140121.17,1,1,0,11302.7,0.7913344903689787
5599,15631871,Kelly,616,Germany,Female,57,7,116936.81,1,1,1,104379.36,0.791223953697998
4261,15664555,Hughes,587,France,Male,40,2,0.0,4,0,1,106174.7,0.7901418139191232
5158,15751185,Aparicio,699,Spain,Female,50,0,158633.61,1,1,0,193785.87,0.7901201944043302
8956,15641319,Afanasyeva,518,Spain,Male,50,4,0.0,1,0,0,107112.25,0.7900922762089886
5342,15654025,Jones,646,France,Female,51,4,101629.3,1,0,0,130541.1,0.7898602984517862
4130,15810829,Macfarlan,618,France,Male,48,7,0.0,1,1,0,13921.82,0.7893278278017868
711,15722548,Fisher,540,France,Male,48,0,148116.48,1,0,0,116973.48,0.7885445048449751
5234,15591286,Simmons,731,Germany,Female,49,4,88826.07,1,1,1,33759.41,0.7882086711828589
3138,15772073,Hodge,664,France,Male,48,10,0.0,1,1,0,140173.17,0.7879410126733193
2440,15586976,Alexeeva,566,France,Female,42,6,0.0,1,1,0,180702.12,0.7878608333666919
9493,15775192,Rounsevell,732,Germany,Female,48,4,102962.62,1,1,0,120852.85,0.7878292030966836
6299,15755241,Rahman,714,France,Female,52,2,0.0,1,0,1,144045.08,0.7875287312972854
1366,15689514,Kang,625,France,Male,43,8,201696.07,1,1,0,133020.9,0.7873048024462175
2111,15795990,Lumholtz,722,Germany,Female,48,10,138311.76,1,1,1,3472.63,0.7863420943934294
2931,15573452,Manning,663,Germany,Male,42,7,115930.87,1,1,0,19862.78,0.7862127370497736
6012,15783007,Parker,520,Germany,Female,45,1,123086.39,1,1,1,41042.4,0.7855717740207214
9085,15593499,Stevens,686,Spain,Female,47,6,0.0,1,1,0,32080.69,0.7854301746263946
5285,15759250,Barnett,745,Germany,Male,51,3,99183.9,1,1,1,28922.25,0.7849584589247752
861,15807663,McGregor,667,France,Male,43,8,190227.46,1,1,0,97508.04,0.7847071358603401
3829,15809777,Gadsden,497,Germany,Female,55,7,131778.66,1,1,1,9972.64,0.7846684613424438
6119,15656100,Candler,632,France,Female,49,5,167962.7,1,0,0,140201.21,0.7843447985548513
5020,15584113,Pratt,823,Germany,Female,53,4,124954.94,1,0,1,131259.6,0.7842057341803648
2580,15597896,Ozoemena,365,Germany,Male,30,0,127760.07,1,1,0,81537.85,0.7841208305622474
7359,15797767,Ikedinachukwu,600,France,Female,49,6,0.0,1,0,1,148087.88,0.7841065327868281
9559,15801411,Green,623,Spain,Male,46,4,0.0,1,1,0,5549.11,0.7835407639672463
1047,15644200,Hamilton,807,Spain,Female,42,1,0.0,1,1,0,16500.66,0.7832271453054823
4936,15804862,Toscani,505,Germany,Male,43,6,127146.68,1,0,0,137565.87,0.7825147585136216
5367,15812230,Elliot,670,Germany,Female,42,5,49508.79,3,1,1,100324.01,0.7818055587035584
5104,15808526,Cartwright,783,Germany,Female,58,3,127539.3,1,1,1,96590.39,0.781479919668321
3950,15717937,Gibbons,554,Germany,Male,43,5,99906.89,1,0,0,24983.39,0.7811652055121793
4346,15584536,Barber,720,Germany,Male,46,3,97042.6,1,1,1,133516.51,0.7799821955867713
2317,15624388,Henderson,649,Germany,Female,50,5,155393.32,1,1,1,87351.42,0.7797121779902382
8148,15814675,Chien,642,Germany,Female,39,8,128264.03,1,1,0,61792.76,0.779252663024847
7508,15642001,Lorenzen,576,Germany,Male,44,9,119530.52,1,1,0,119056.68,0.7790507240255099
3157,15569641,Sung,692,Germany,Female,41,8,130701.29,1,1,0,59354.24,0.7789746416003439
1172,15640454,Parkhill,693,Germany,Male,40,0,120711.73,1,0,0,27345.18,0.7788585358777553
9079,15705448,Gilbert,647,Germany,Male,52,7,130013.12,1,1,1,190806.36,0.7787938123077152
689,15802741,Mitchel,625,France,Female,51,7,136294.97,1,1,0,38867.46,0.7787362515401628
2699,15729954,Azuka,586,France,Female,28,5,0.0,3,1,0,170487.4,0.7787066431421996
6086,15596992,Norris,482,Germany,Male,45,7,156353.46,1,1,0,72643.95,0.7783836502179133
9835,15799358,Vincent,516,France,Female,46,6,62212.29,1,0,1,171681.86,0.7782910006043258
9460,15640580,Obiora,650,France,Female,47,9,0.0,1,1,0,187943.6,0.7782020777746019
9296,15740868,Pirogova,658,Germany,Female,45,9,134562.8,1,1,1,159268.67,0.7781698617698529
8578,15569976,Woronoff,754,Germany,Male,65,1,136186.44,1,1,1,121529.59,0.7780462000833946
6572,15747534,Torkelson,595,France,Male,46,10,0.0,1,1,0,73489.15,0.7776131927712088
7210,15788131,Atkins,653,France,Male,47,6,0.0,1,1,0,50695.93,0.7776085838231243
8232,15670528,Franz,787,Germany,Male,43,0,132217.45,1,1,0,20955.03,0.7768754198954054
1009,15569050,Farrell,444,France,Male,45,6,0.0,1,1,0,130009.85,0.7768083118505644
7566,15623369,Clifton,708,France,Male,52,10,105355.81,1,1,0,123.07,0.7766266196679349
7081,15719940,Gibbons,628,Germany,Female,51,10,115280.49,2,0,0,12628.61,0.7765045101705752
1329,15574331,Alexeeva,593,Germany,Female,62,3,118233.81,1,0,1,24765.53,0.7763328379117924
3565,15803121,Chia,847,France,Male,51,5,97565.74,1,0,0,144184.06,0.7762050203839276
2764,15654495,Potter,706,Germany,Female,47,6,120621.89,1,1,1,140803.7,0.7759643971327135
4549,15673372,Stevenson,635,France,Female,58,1,0.0,1,1,1,58907.08,0.7759038045150747
5822,15643188,Barnett,671,Germany,Female,47,7,114603.76,2,1,0,153194.32,0.7757326061871815
5360,15801832,Lombardo,684,Germany,Male,42,1,117691.0,1,1,1,23135.65,0.7755001789581988
5909,15641934,Manna,749,Spain,Female,46,9,66582.81,1,1,0,78753.12,0.7754048712457029
8189,15623314,Tucker,506,Germany,Female,59,3,190353.08,1,1,0,78365.75,0.7753457278750506
3571,15706005,Roberts,674,France,Male,46,2,174701.05,1,1,0,90189.72,0.7747146792538963
5562,15583073,Martin,771,Spain,Female,56,2,0.0,1,1,1,25222.6,0.7746488214152748
6195,15794273,Hand,604,France,Female,56,0,62732.65,1,0,1,124954.56,0.7737947116554844
4552,15715673,Niu,651,Spain,Female,46,4,89743.05,1,1,0,156425.57,0.7737524782147956
5610,15661945,Nicolay,623,Spain,Female,40,4,0.0,3,1,0,31669.18,0.7732155114801252
6557,15612207,Hill,840,Germany,Female,51,1,87779.83,1,0,1,36687.11,0.7730390634562079
1058,15706534,Enyinnaya,581,France,Female,47,1,122949.14,1,0,0,180251.68,0.772791031487005
1353,15596552,Stephens,535,Germany,Male,48,5,134542.73,1,1,1,58203.67,0.7726991076760193
7901,15653275,Lei,785,Spain,Female,54,1,0.0,2,1,0,45113.92,0.7726468385777826
6958,15802274,Waters,686,France,Female,44,7,55053.62,1,1,0,181757.19,0.7726121205876484
6794,15611669,Nyhan,623,Germany,Male,50,7,126608.37,1,0,1,645.61,0.7723962209734494
7531,15711299,Wilson,711,Germany,Female,52,8,145262.54,1,0,1,131473.31,0.7723919018800849
2629,15775891,Myers,634,Germany,Male,48,2,107247.69,1,1,1,103712.05,0.7723461783919312
4195,15660524,Hu,572,Germany,Female,54,9,97382.53,1,1,1,195771.95,0.772020021674376
4303,15791867,Hicks,544,Germany,Male,44,2,108895.93,1,0,0,69228.2,0.7719828349521647
2601,15744582,Randall,680,France,Female,24,10,0.0,3,1,0,154971.63,0.7719207534868173
7784,15681332,Tate,437,France,Female,43,6,0.0,1,1,0,148330.97,0.7716692237128684
7749,15585287,Sal,842,Germany,Female,35,9,119948.09,1,1,0,48217.97,0.7712866967931068
3011,15619653,Hannaford,666,France,Male,47,2,0.0,1,1,0,35046.97,0.7709172551371495
3281,15715622,To Rot,583,France,Female,57,3,238387.56,1,0,1,147964.99,0.7706929146992764
654,15664610,Campbell,459,Germany,Male,48,4,133994.52,1,1,1,19287.06,0.7705525049193642
5068,15602282,Kao,587,Germany,Female,45,8,134980.74,1,1,1,123309.57,0.7704874667171532
4243,15746553,Castles,526,Germany,Male,50,5,124233.24,1,0,1,159456.87,0.7704067855630503
6982,15770039,Kuo,572,Germany,Male,39,4,112290.22,1,1,0,49373.97,0.770063709907846
838,15589488,Ch'eng,686,Germany,Female,56,5,111642.08,1,1,1,80553.87,0.7699805773147069
2343,15788535,Tan,593,Spain,Male,44,5,0.0,1,1,0,128046.98,0.7698510104906569
7507,15700300,Okoli,674,Germany,Female,44,4,131593.85,1,0,1,171345.02,0.7695414440047295
9129,15764033,Lin,693,Germany,Female,43,1,121927.92,1,1,0,87994.95,0.7693651350573673
8727,15570289,Benson,697,Germany,Male,43,8,103409.16,1,1,0,66893.28,0.7690754310438724
7475,15799859,Lucchesi,704,France,Male,50,4,165438.26,1,1,0,120770.75,0.768725584920166
4752,15763256,Sheppard,661,Germany,Female,64,8,128751.65,2,1,0,189398.18,0.7681955009543807
5776,15717527,Ifeanacho,619,France,Female,49,9,145359.99,1,1,0,38186.85,0.7680695292067775
3984,15814092,Wang,626,France,Female,44,2,0.0,1,0,1,173117.22,0.7679022282879885
4458,15743617,Chesnokova,713,Germany,Male,47,1,95994.98,1,1,0,197529.23,0.7677384217074328
5413,15707322,Nnamdi,779,France,Female,48,2,115290.27,1,0,0,98912.69,0.7674947821447208
7672,15615296,Rice,405,France,Male,39,10,0.0,1,1,0,160810.85,0.7669490447035996
8164,15572050,Yefimov,768,Germany,Male,48,3,122831.58,1,1,1,24533.89,0.7669279185791638
8802,15606115,P'eng,510,France,Female,52,6,191665.21,1,1,1,131312.56,0.7660427709403386
3327,15799626,Donaghy,637,Germany,Male,50,4,126345.55,1,0,1,17323.0,0.765887990046978
2196,15735246,Norman,798,Spain,Female,58,9,0.0,2,0,0,119071.56,0.7656150364373385
721,15721658,Fleming,672,Spain,Female,56,2,209767.31,2,1,1,150694.42,0.7654188687315333
4635,15583353,Floyd,610,Spain,Female,45,3,0.0,1,1,0,38276.84,0.7651566256642944
8009,15587210,McCartney,591,Germany,Female,44,10,113581.98,1,1,0,1985.41,0.7646804476487021
1878,15643630,Quaife,770,Spain,Male,55,9,63127.41,2,1,0,185211.28,0.7642656169140938
2008,15727384,Chukwuemeka,705,Germany,Female,43,10,146547.78,1,0,1,10072.55,0.7637238586449023
1175,15588670,Despeissis,705,Spain,Female,40,5,203715.15,1,1,0,179978.68,0.7634176194897482
1050,15705860,McKenzie,631,Germany,Male,40,3,107949.45,1,1,0,52449.62,0.7629764609365829
572,15730076,Osborne,651,France,Male,45,1,0.0,1,1,0,67740.08,0.7629407135203765
2838,15703059,Scott,549,Germany,Female,49,6,124829.16,1,0,1,93551.36,0.7626880189231098
6718,15586674,Shaw,663,Spain,Female,58,5,216109.88,1,0,1,74176.71,0.7623785529782873
9639,15662337,Baldwin,744,Germany,Female,50,1,121498.11,2,0,1,106061.47,0.762329336419452
2182,15738605,Fischer,634,Germany,Female,46,5,123642.36,1,1,1,49725.16,0.7622134552840929
4248,15677906,Owens,637,Spain,Female,54,5,0.0,1,0,1,150836.98,0.7617545105866551
431,15597602,Nwachinemelu,619,Germany,Male,57,3,137946.39,1,1,1,72467.99,0.761678914507875
6710,15587647,Browne,850,Germany,Female,66,0,127120.62,1,0,1,118929.64,0.7614240014719024
4231,15566660,Cole,670,France,Female,41,10,0.0,3,1,0,81602.02,0.7613270944808893
5396,15639303,Moore,589,Germany,Male,48,5,126111.61,1,0,1,133961.19,0.7612512611556067
590,15591047,Ma,519,Spain,Female,47,6,157296.02,2,0,0,147278.43,0.7609472904826499
3376,15733234,Moretti,777,France,Female,58,4,0.0,1,1,1,62449.07,0.7604898888079076
44,15755196,Lavine,834,France,Female,49,2,131394.56,1,0,0,194365.76,0.7602346363045005
2541,15769703,West,550,Germany,Female,45,8,111257.59,1,0,0,97623.42,0.7600873596580521
2896,15646859,Heydon,621,Germany,Male,47,7,107363.29,1,1,1,66799.28,0.7592120005206104
2648,15687162,Clayton,461,France,Male,51,9,119889.84,1,0,0,56767.67,0.7585683990131936
2246,15578799,Anayolisa,625,France,Female,58,10,53772.73,1,1,1,192072.1,0.7582157149182369
1997,15755678,Kovalyov,534,France,Male,62,2,0.0,2,0,0,42763.12,0.7571331275268117
4681,15729582,Fu,676,Germany,Male,48,3,80697.44,1,0,0,101397.86,0.756991996291097
1479,15630725,Johnson,649,France,Female,45,5,92786.66,1,1,0,173365.9,0.756855884229586
3647,15610900,Thompson,770,France,Female,70,9,110738.89,1,1,0,22666.77,0.756778505738448
6351,15799600,Coles,640,Germany,Male,48,1,111599.32,1,0,1,135995.58,0.7563453381610219
9556,15655360,Chikelu,782,Germany,Female,72,5,148666.99,1,1,0,2605.65,0.7561368510195178
5399,15648933,Reilly,831,Germany,Male,44,3,111100.98,1,1,1,28144.07,0.7559521601559991
4980,15792250,Nnabuife,616,Germany,Female,45,4,122793.96,1,1,1,62002.04,0.7555379760493665
317,15662736,Doyle,559,France,Male,49,2,147069.78,1,1,0,120540.83,0.7554664497550656
3063,15697574,Stewart,582,France,Female,40,9,0.0,3,1,1,60954.45,0.7554005118916706
5357,15655436,Kendall,839,Germany,Male,47,2,136911.07,1,1,1,168184.62,0.7553950411568084
1021,15654673,Onyinyechukwuka,625,France,Male,49,6,173434.9,1,1,0,165580.93,0.7552775179260048
8411,15609913,Clark,743,France,Female,46,9,0.0,1,1,0,113436.08,0.7551106290458418
6202,15753079,Chidi,612,France,Male,41,5,0.0,3,0,0,151256.22,0.7546286145859545
1179,15782454,Hancock,552,France,Male,49,4,0.0,1,1,1,190296.76,0.7544209655790479
9976,15666295,Smith,610,Germany,Male,50,1,113957.01,2,1,0,196526.55,0.7542403687136305
5800,15649853,Craig,625,France,Female,45,3,0.0,1,1,1,184474.15,0.7542261958156308
8201,15577359,Bezrukov,767,Spain,Male,47,5,0.0,1,1,0,121964.46,0.7532602756320715
3659,15661903,Hsia,699,France,Female,43,3,80764.03,1,1,0,199378.58,0.7530394729795431
5963,15571193,Morrison,579,Germany,Male,42,0,144386.32,1,1,1,22497.1,0.752827602083243
505,15715527,Freeman,543,Spain,Female,41,4,0.0,1,0,0,194902.16,0.7526422028153837
485,15676519,George,615,Spain,Male,61,9,0.0,2,1,0,150227.85,0.7525154213446302
4355,15612893,Nelson,558,Spain,Male,45,4,0.0,1,1,0,131807.14,0.7523458182268263
5705,15661626,Algeranoff,732,Germany,Female,45,6,98792.4,1,1,0,81491.7,0.7513611556920435
6053,15752857,Palerma,452,Germany,Male,52,1,98443.14,2,0,0,92033.98,0.7512096543542168
9211,15792650,Watts,382,Spain,Male,36,0,0.0,1,1,1,179540.73,0.7511219117085685
8489,15794360,Hao,592,Germany,Female,70,5,71816.74,2,1,0,105096.82,0.7510252952707865
5114,15616152,Pai,754,France,Female,47,1,185513.67,1,1,0,27438.83,0.7507439301255735
7271,15706268,Smith,697,Germany,Male,51,1,147910.3,1,1,1,53581.14,0.7507153382832402
2310,15621210,Angelo,599,Germany,Male,46,9,123444.72,1,1,1,31368.08,0.750589461850792
3646,15607263,McCartney,788,France,Male,55,3,0.0,1,0,1,13288.46,0.7497316395463162
3295,15706071,Hunt,528,Germany,Male,39,0,127631.62,1,0,1,22197.8,0.7491474054627916
9136,15664432,Chao,727,Spain,Female,49,7,96296.78,1,1,0,190457.87,0.7489366059128938
1855,15711455,Kuo,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,0.7489086429026003
1874,15766686,Nebechi,659,Germany,Female,39,1,104502.11,1,1,0,20652.69,0.7488702553098618
9698,15609735,Campbell,533,Germany,Male,51,6,127545.56,2,0,0,79559.02,0.7485950018571172
3007,15720943,Pirozzi,747,France,Female,45,1,114959.12,1,1,0,189362.39,0.7485391075813128
950,15620981,Wickham,684,France,Female,48,3,73309.38,1,0,0,21228.34,0.7483449232072021
2450,15567980,Frater,537,Germany,Female,46,5,100727.5,1,0,1,140857.76,0.7483342637251925
8196,15706537,Pirogov,577,Germany,Female,59,7,111396.97,1,0,1,191070.01,0.7481720305393385
2482,15764105,Milne,475,France,Female,57,1,0.0,2,1,0,89248.99,0.748019298009555
209,15684181,Hackett,643,France,Male,45,5,0.0,1,1,0,142513.5,0.7477044171656549
9577,15723484,Hunt,669,Germany,Female,42,1,103873.39,1,1,0,148611.52,0.7469208404646576
7607,15571571,Ting,680,Germany,Female,31,3,127331.46,3,1,1,176433.6,0.7453891543024151
2690,15636999,Mao,414,France,Male,38,8,0.0,1,0,1,77661.12,0.7453734188776372
8011,15787756,Nkemdirim,467,Germany,Male,51,10,114514.71,2,1,0,177784.68,0.7450816683584134
818,15806438,Chiabuotu,580,Germany,Female,42,2,123331.36,1,0,0,103516.08,0.7447182193404773
9534,15733361,Davide,651,Germany,Female,45,6,86714.06,1,1,0,85869.89,0.7439721021034269
3434,15696514,Calabrese,587,Germany,Female,37,6,104414.03,1,1,0,192026.02,0.7438616445672196
8676,15639265,Isaacs,714,France,Male,54,7,126113.28,1,1,0,112777.38,0.7437447607804883
1443,15796179,Moore,683,France,Male,43,8,0.0,1,1,0,96754.8,0.7434406284824752
1330,15645572,Calabresi,743,France,Female,40,6,0.0,1,1,0,28280.8,0.7425332314972066
7868,15697201,Yocum,640,Spain,Female,46,3,0.0,1,1,1,156260.08,0.7423063153767814
2025,15633043,Fedorova,545,Spain,Female,39,6,0.0,1,0,0,38410.74,0.7418456843631456
1989,15657107,Angelo,563,Spain,Female,46,8,106171.68,1,1,0,163145.5,0.7415155945537129
2922,15599081,Watt,507,Germany,Female,46,8,102785.16,1,1,1,70323.68,0.7412041988416909
1126,15645316,Han,612,Germany,Female,58,1,149641.53,1,1,1,115161.28,0.7411633944220257
6254,15675337,Forbes,395,Germany,Female,34,5,106011.59,1,1,1,17376.57,0.7411065588051146
1290,15688880,Amechi,672,Germany,Male,40,10,102980.44,1,1,0,1285.81,0.7410530897980575
1665,15791991,Udinesi,773,France,Male,52,4,0.0,1,0,1,144113.42,0.7408272401458764
4912,15691004,Yu,407,Spain,Male,37,1,0.0,1,1,1,49161.12,0.7403340755059128
5311,15624744,Tai,622,Germany,Male,42,9,115766.26,1,0,0,72155.85,0.7400420509136794
4278,15797910,Zetticci,775,Germany,Male,51,2,123783.25,1,1,1,134901.57,0.7395046482636107
5477,15723864,Lucas,828,Spain,Male,47,1,109876.82,2,1,0,83611.45,0.7390188592243973
644,15640078,Chambers,660,Germany,Female,39,5,135134.99,1,1,0,173683.0,0.7389761138059647
6929,15804853,McVey,781,France,Female,48,0,57098.96,1,1,0,85644.06,0.7389574975713704
698,15620204,Walker,543,Germany,Female,57,1,106138.33,2,1,1,120657.32,0.7385244369688847
6413,15598982,Klein,602,Germany,Female,53,5,98268.84,1,0,1,45038.29,0.7382682433317639
434,15595039,Manna,545,Germany,Female,37,8,114754.08,1,1,0,136050.44,0.7381576039997185
3241,15717560,Martin,580,France,Male,50,0,125647.36,1,1,0,57541.08,0.7378559760359046
8871,15789560,Clark,668,France,Male,42,8,187534.79,1,1,1,32900.41,0.7377457192914603
3464,15791216,Mann,600,Germany,Male,43,8,133379.41,1,1,0,177378.66,0.7376569575035995
4329,15622527,Holloway,581,France,Female,55,6,0.0,1,1,1,22442.13,0.7368257937009729
3841,15662884,Naylor,739,Germany,Male,58,1,110597.76,1,0,1,160122.66,0.7366687421993962
1863,15726494,Romani,481,France,Male,44,9,175303.06,1,1,0,65500.53,0.7365975844934644
459,15707362,Yin,514,Germany,Male,43,1,95556.31,1,0,1,199273.98,0.7356793456048992
3911,15698716,Baker,620,France,Female,70,3,87926.24,2,1,0,33350.26,0.7355836731337622
8745,15691906,Esposito,664,Germany,Female,49,5,127421.78,2,1,0,108876.75,0.7354593559539304
328,15736008,Hunter,644,France,Female,46,9,95441.27,1,1,0,108761.05,0.735368232708064
7213,15638989,Lettiere,711,France,Female,25,5,190066.54,1,0,0,51345.39,0.7352881113424281
36,15794171,Lombardo,475,France,Female,45,0,134264.04,1,1,0,27822.99,0.7351121468927865
5839,15570379,Whitelegge,669,Spain,Male,51,3,88827.53,1,0,0,85250.77,0.7349653745844194
3594,15699325,Fedorova,555,Germany,Female,62,10,114822.64,1,0,1,8444.5,0.734950661938838
1350,15778135,T'ao,575,Spain,Male,43,3,0.0,1,1,0,83594.51,0.7342050149438475
217,15680920,Marchesi,695,France,Male,46,7,49512.55,1,1,0,133007.34,0.7341183717736381
1631,15634950,Obiajulu,657,Germany,Male,57,8,107174.58,1,1,1,126369.55,0.7336453792011175
8241,15708504,Wong,790,Germany,Male,50,8,121438.58,1,1,1,176471.78,0.733380602404365
203,15600974,He,516,Spain,Male,50,5,0.0,1,0,1,146145.93,0.7332752346074337
7497,15608804,Allan,824,Germany,Male,49,8,133231.48,1,1,1,67885.37,0.733262606374224
852,15794048,Wan,667,Germany,Female,48,1,97133.92,2,0,0,113316.77,0.7331943555939684
9647,15603111,Muir,850,Spain,Male,71,10,69608.14,1,1,0,97893.4,0.7327953159624652
7662,15701738,Arcuri,612,Germany,Male,44,2,115163.38,1,1,1,97677.52,0.7327284518759205
2630,15711789,Davey,768,Spain,Female,42,3,0.0,1,0,0,161242.99,0.7325700958928284
5771,15694381,Lloyd,631,France,Male,51,8,100654.8,1,1,0,171587.9,0.7325044248763453
1061,15650933,Ma,490,Spain,Female,48,8,155413.06,1,1,0,187921.3,0.7320287953022125
4484,15774192,Miller,539,Germany,Female,38,8,105435.74,1,0,0,80575.44,0.7319340839350694
2456,15727490,Scott,661,France,Male,47,5,0.0,1,0,1,107243.31,0.731899173709299
5307,15749638,Kaodilinakachukwu,605,France,Female,51,9,104760.82,1,1,1,165574.54,0.7305861861540585
8337,15788480,Pagnotto,786,Germany,Female,33,0,122325.58,1,0,0,34712.34,0.7305770837043791
236,15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,0.7305559017704294
1571,15607133,Shih,717,Spain,Female,49,1,110864.38,2,1,1,124532.9,0.7303964552716068
1441,15796334,Chukwualuka,558,Germany,Male,39,10,144757.02,1,1,0,22878.16,0.7303901403014593
6777,15800583,Chukwuemeka,621,Spain,Female,43,8,0.0,1,0,0,102806.6,0.730368114392483
5213,15621611,Gibson,742,Germany,Male,55,5,155196.17,1,0,1,121207.66,0.7302077898748138
9056,15645323,Chinwenma,630,France,Male,55,2,0.0,1,1,1,106202.07,0.7301684126291833
8360,15577107,Milne,657,Spain,Female,22,6,0.0,3,0,1,168412.07,0.7301597757098969
9409,15767818,Graham,640,France,Male,55,10,132436.34,1,1,0,978.66,0.7301497367098486
1018,15587451,Goold,778,Germany,Male,41,7,139706.31,1,1,0,63337.19,0.7295971839624324
3372,15625175,Palerma,742,Germany,Female,43,6,97067.69,1,0,1,60920.03,0.7293289219775371
9611,15812534,Chiemenam,455,France,Male,40,1,0.0,3,0,1,129975.34,0.7291181435864235
6853,15738715,Alexander,600,France,Female,37,4,0.0,3,1,0,7312.25,0.7289531505599284
